fare_type,fare_condition_type,price,start_zone,mid_zone,end_zone,start_time,end_time
regular,peak,2.75,16,,17,,
regular,peak,19.25,11,,18,,
regular,peak,8.5,2,,18,,
regular,peak,8.5,12,,18,,
regular,peak,7.25,13,,18,,
regular,peak,7,14,,18,,
regular,peak,4.5,15,,18,,
regular,peak,2.75,16,,18,,
regular,peak,2.75,17,,18,,
regular,peak,21,11,,19,,
regular,peak,10.25,2,,19,,
regular,peak,10.25,12,,19,,
regular,peak,9,13,,19,,
regular,peak,8.25,14,,19,,
regular,peak,6,15,,19,,
regular,peak,4.5,16,,19,,
regular,peak,3.75,17,,19,,
regular,peak,2.75,18,,19,,
regular,peak,22.25,11,,20,,
regular,peak,11.5,2,,20,,
regular,peak,11.5,12,,20,,
regular,peak,10.25,13,,20,,
regular,peak,9.5,14,,20,,
regular,peak,7.25,15,,20,,
regular,peak,5.75,16,,20,,
regular,peak,4.5,17,,20,,
regular,peak,3.5,18,,20,,
regular,peak,2.75,19,,20,,
regular,peak,24.75,11,,21,,
regular,peak,14,2,,21,,
regular,peak,14,12,,21,,
regular,peak,12.75,13,,21,,
regular,peak,12,14,,21,,
regular,peak,9.75,15,,21,,
regular,peak,8.25,16,,21,,
regular,peak,7,17,,21,,
regular,peak,5.5,18,,21,,
regular,peak,2.75,19,,21,,
regular,peak,3.5,20,,21,,
regular,peak,16.5,11,,31,,
regular,peak,6,2,,31,,
regular,peak,6,12,,31,,
regular,peak,5,13,,31,,
regular,peak,4.75,14,,31,,
regular,peak,2.75,15,,31,,
regular,peak,2.75,16,,31,,
regular,peak,3.5,17,,31,,
regular,peak,4.5,18,,31,,
regular,peak,5.75,19,,31,,
regular,peak,6.25,20,,31,,
regular,peak,8.5,21,,31,,
regular,peak,18.25,11,,41,,
regular,peak,7.5,2,,41,,
regular,peak,7.5,12,,41,,
regular,peak,6.25,13,,41,,
regular,peak,6,14,,41,,
regular,peak,4,15,,41,,
regular,peak,3.5,16,,41,,
regular,peak,2.75,17,,41,,
regular,peak,3.5,18,,41,,
regular,peak,4.5,19,,41,,
regular,peak,5,20,,41,,
regular,peak,7,21,,41,,
regular,peak,4.5,31,,41,,
regular,peak,19,11,,42,,
regular,peak,9.75,2,,42,,
regular,peak,8.5,12,,42,,
regular,peak,7.5,13,,42,,
regular,peak,7,14,,42,,
regular,peak,5.25,15,,42,,
regular,peak,4.25,16,,42,,
regular,peak,3.5,17,,42,,
regular,peak,5,18,,42,,
regular,peak,6,19,,42,,
regular,peak,6.25,20,,42,,
regular,peak,9,21,,42,,
regular,peak,5.25,31,,42,,
regular,peak,2.5,41,,42,,
regular,peak,22,11,,51,,
regular,peak,12,2,,51,,
regular,peak,11.75,12,,51,,
regular,peak,10.75,13,,51,,
regular,peak,10.5,14,,51,,
regular,peak,8,15,,51,,
regular,peak,6.75,16,,51,,
regular,peak,6,17,,51,,
regular,peak,5,18,,51,,
regular,peak,2.75,19,,51,,
regular,peak,2.75,20,,51,,
regular,peak,6,21,,51,,
regular,peak,8,31,,51,,
regular,peak,7,41,,51,,
regular,peak,9,42,,51,,
